cciExit,8/23/2022 13:11,4134,-87.5,-7312.5
cciBuy,8/23/2022 13:11,4135.75,-87.5,-7312.5
cciExit,8/23/2022 13:06,4136.25,-87.5,-7225
cciBuy,8/23/2022 12:53,4138,-87.5,-7225
cciExit,8/23/2022 12:48,4134.5,375,-7137.5
cciBuy,8/23/2022 12:32,4127,375,-7137.5
cciExit,8/23/2022 12:29,4125,-275,-7512.5
cciBuy,8/23/2022 12:27,4130.5,-275,-7512.5
cciExit,8/23/2022 12:24,4127.5,-62.5,-7237.5
cciBuy,8/23/2022 12:23,4128.75,-62.5,-7237.5
cciExit,8/23/2022 12:16,4131,-150,-7175
cciBuy,8/23/2022 12:07,4134,-150,-7175
cciExit,8/23/2022 12:01,4134,-162.5,-7025
cciBuy,8/23/2022 11:59,4137.25,-162.5,-7025
cciExit,8/23/2022 11:55,4137,-25,-6862.5
cciBuy,8/23/2022 11:45,4137.5,-25,-6862.5
cciExit,8/23/2022 11:42,4135.75,-150,-6837.5
cciBuy,8/23/2022 11:32,4138.75,-150,-6837.5
cciExit,8/23/2022 11:26,4137.75,250,-6687.5
cciBuy,8/23/2022 11:05,4132.75,250,-6687.5
cciExit,8/23/2022 11:01,4135,-62.5,-6937.5
cciBuy,8/23/2022 11:01,4136.25,-62.5,-6937.5
cciExit,8/23/2022 10:54,4143.5,-125,-6875
cciBuy,8/23/2022 10:44,4146,-125,-6875
cciExit,8/23/2022 10:39,4146.75,-250,-6750
cciBuy,8/23/2022 10:32,4151.75,-250,-6750
cciExit,8/23/2022 10:25,4154.25,462.5,-6500
cciBuy,8/23/2022 10:06,4145,462.5,-6500
cciExit,8/23/2022 10:00,4144,325,-6962.5
cciBuy,8/23/2022 9:47,4137.5,325,-6962.5
cciExit,8/23/2022 9:07,4133,-37.5,-7287.5
cciBuy,8/23/2022 9:07,4133.75,-37.5,-7287.5
cciExit,8/23/2022 9:00,4136.5,-87.5,-7250
cciBuy,8/23/2022 8:54,4138.25,-87.5,-7250
cciExit,8/23/2022 8:52,4137,-37.5,-7162.5
cciBuy,8/23/2022 8:52,4137.75,-37.5,-7162.5
cciExit,8/23/2022 8:50,4137.5,-125,-7125
cciBuy,8/23/2022 8:43,4140,-125,-7125
cciExit,8/23/2022 8:36,4141.5,-112.5,-7000
cciBuy,8/23/2022 8:35,4143.75,-112.5,-7000
cciExit,8/23/2022 8:32,4142,-125,-6887.5
cciBuy,8/23/2022 8:26,4144.5,-125,-6887.5
cciExit,8/23/2022 8:21,4144,-75,-6762.5
cciBuy,8/23/2022 8:19,4145.5,-75,-6762.5
cciExit,8/23/2022 8:16,4145.25,-50,-6687.5
cciBuy,8/23/2022 8:16,4146.25,-50,-6687.5
cciExit,8/23/2022 8:09,4146.75,150,-6637.5
cciBuy,8/23/2022 7:48,4143.75,150,-6637.5
cciExit,8/23/2022 7:46,4142,-87.5,-6787.5
cciBuy,8/23/2022 7:32,4143.75,-87.5,-6787.5
cciExit,8/23/2022 7:10,4141,-62.5,-6700
cciBuy,8/23/2022 7:10,4142.25,-62.5,-6700
cciExit,8/23/2022 7:04,4144.25,-125,-6637.5
cciBuy,8/23/2022 7:02,4146.75,-125,-6637.5
cciExit,8/23/2022 6:26,4142.75,-50,-6512.5
cciBuy,8/23/2022 6:26,4143.75,-50,-6512.5
cciExit,8/23/2022 6:17,4147.25,-25,-6462.5
cciBuy,8/23/2022 6:14,4147.75,-25,-6462.5
cciExit,8/23/2022 6:12,4148,-12.5,-6437.5
cciBuy,8/23/2022 6:12,4148.25,-12.5,-6437.5
cciExit,8/23/2022 6:04,4151.25,275,-6425
cciBuy,8/23/2022 5:42,4145.75,275,-6425
cciExit,8/23/2022 5:30,4145.75,-12.5,-6700
cciBuy,8/23/2022 5:30,4146,-12.5,-6700
cciExit,8/23/2022 5:21,4147.75,0,-6687.5
cciBuy,8/23/2022 5:21,4147.75,0,-6687.5
cciExit,8/23/2022 5:16,4148.5,25,-6687.5
cciBuy,8/23/2022 5:05,4148,25,-6687.5
cciExit,8/23/2022 4:55,4149.75,-50,-6712.5
cciBuy,8/23/2022 4:54,4150.75,-50,-6712.5
cciExit,8/23/2022 4:47,4151.75,-12.5,-6662.5
cciBuy,8/23/2022 4:38,4152,-12.5,-6662.5
cciExit,8/23/2022 4:29,4152,-75,-6650
cciBuy,8/23/2022 4:25,4153.5,-75,-6650
cciExit,8/23/2022 4:21,4153,650,-6575
cciBuy,8/23/2022 3:38,4140,650,-6575
cciExit,8/23/2022 3:31,4139.5,887.5,-7225
cciBuy,8/23/2022 2:41,4121.75,887.5,-7225
cciExit,8/23/2022 2:32,4123,-87.5,-8112.5
cciBuy,8/23/2022 2:31,4124.75,-87.5,-8112.5
cciExit,8/23/2022 2:20,4125,-62.5,-8025
cciBuy,8/23/2022 2:17,4126.25,-62.5,-8025
cciExit,8/23/2022 2:08,4135,87.5,-7962.5
cciBuy,8/23/2022 1:37,4133.25,87.5,-7962.5
cciExit,8/23/2022 1:31,4134,-50,-8050
cciBuy,8/23/2022 1:30,4135,-50,-8050
cciExit,8/23/2022 1:26,4134.5,-12.5,-8000
cciBuy,8/23/2022 1:26,4134.75,-12.5,-8000
cciExit,8/23/2022 1:23,4134.5,-75,-7987.5
cciBuy,8/23/2022 1:20,4136,-75,-7987.5
